Method,numP,Width,Height,Ratio,Sample,Time_s,Status,Attempts,Rejects
SSI,314,50,50,0.140,97,0.034,Completed,357,43
SSI,314,50,50,0.140,98,0.029,Completed,350,36
SSI,314,50,50,0.140,99,0.034,Completed,353,39
SSI,314,50,50,0.150,0,0.036,Completed,354,40
SSI,314,50,50,0.150,1,0.030,Completed,347,33
SSI,314,50,50,0.150,2,0.032,Completed,355,41
SSI,314,50,50,0.150,3,0.040,Completed,359,45
SSI,314,50,50,0.150,4,0.031,Completed,349,35
SSI,314,50,50,0.150,5,0.035,Completed,370,56
SSI,314,50,50,0.150,6,0.034,Completed,357,43
SSI,314,50,50,0.150,7,0.033,Completed,364,50
SSI,314,50,50,0.150,8,0.033,Completed,356,42
SSI,314,50,50,0.150,9,0.030,Completed,343,29
SSI,314,50,50,0.150,10,0.034,Completed,356,42
SSI,314,50,50,0.150,11,0.035,Completed,364,50
SSI,314,50,50,0.150,12,0.030,Completed,348,34
SSI,314,50,50,0.150,13,0.034,Completed,365,51
SSI,314,50,50,0.150,14,0.031,Completed,367,53
SSI,314,50,50,0.150,15,0.037,Completed,363,49
SSI,314,50,50,0.150,16,0.034,Completed,348,34
SSI,314,50,50,0.150,17,0.034,Completed,353,39
SSI,314,50,50,0.150,18,0.030,Completed,354,40
SSI,314,50,50,0.150,19,0.036,Completed,361,47
SSI,314,50,50,0.150,20,0.032,Completed,354,40
SSI,314,50,50,0.150,21,0.035,Completed,365,51
SSI,314,50,50,0.150,22,0.035,Completed,344,30
SSI,314,50,50,0.150,23,0.032,Completed,369,55
SSI,314,50,50,0.150,24,0.031,Completed,365,51
SSI,314,50,50,0.150,25,0.028,Completed,359,45
SSI,314,50,50,0.150,26,0.033,Completed,373,59
SSI,314,50,50,0.150,27,0.030,Completed,353,39
SSI,314,50,50,0.150,28,0.029,Completed,355,41
SSI,314,50,50,0.150,29,0.032,Completed,372,58
SSI,314,50,50,0.150,30,0.030,Completed,348,34
SSI,314,50,50,0.150,31,0.030,Completed,344,30
SSI,314,50,50,0.150,32,0.031,Completed,357,43
SSI,314,50,50,0.150,33,0.034,Completed,363,49
SSI,314,50,50,0.150,34,0.033,Completed,363,49
SSI,314,50,50,0.150,35,0.032,Completed,355,41
SSI,314,50,50,0.150,36,0.033,Completed,368,54
SSI,314,50,50,0.150,37,0.033,Completed,362,48
SSI,314,50,50,0.150,38,0.038,Completed,354,40
SSI,314,50,50,0.150,39,0.036,Completed,359,45
SSI,314,50,50,0.150,40,0.032,Completed,366,52
SSI,314,50,50,0.150,41,0.033,Completed,362,48
SSI,314,50,50,0.150,42,0.032,Completed,354,40
SSI,314,50,50,0.150,43,0.029,Completed,347,33
SSI,314,50,50,0.150,44,0.030,Completed,355,41
SSI,314,50,50,0.150,45,0.029,Completed,350,36
SSI,314,50,50,0.150,46,0.032,Completed,372,58
SSI,314,50,50,0.150,47,0.030,Completed,353,39
SSI,314,50,50,0.150,48,0.032,Completed,359,45
SSI,314,50,50,0.150,49,0.031,Completed,364,50
SSI,314,50,50,0.150,50,0.033,Completed,366,52
SSI,314,50,50,0.150,51,0.032,Completed,364,50
SSI,314,50,50,0.150,52,0.032,Completed,359,45
SSI,314,50,50,0.150,53,0.036,Completed,354,40
SSI,314,50,50,0.150,54,0.031,Completed,365,51
SSI,314,50,50,0.150,55,0.033,Completed,345,31
SSI,314,50,50,0.150,56,0.029,Completed,342,28
SSI,314,50,50,0.150,57,0.032,Completed,367,53
SSI,314,50,50,0.150,58,0.032,Completed,357,43
SSI,314,50,50,0.150,59,0.035,Completed,367,53
SSI,314,50,50,0.150,60,0.034,Completed,347,33
SSI,314,50,50,0.150,61,0.033,Completed,370,56
SSI,314,50,50,0.150,62,0.039,Completed,369,55
SSI,314,50,50,0.150,63,0.033,Completed,356,42
SSI,314,50,50,0.150,64,0.031,Completed,352,38
SSI,314,50,50,0.150,65,0.034,Completed,363,49
SSI,314,50,50,0.150,66,0.032,Completed,351,37
SSI,314,50,50,0.150,67,0.036,Completed,365,51
SSI,314,50,50,0.150,68,0.033,Completed,358,44
SSI,314,50,50,0.150,69,0.048,Completed,362,48
SSI,314,50,50,0.150,70,0.031,Completed,351,37
SSI,314,50,50,0.150,71,0.032,Completed,365,51
SSI,314,50,50,0.150,72,0.033,Completed,354,40
SSI,314,50,50,0.150,73,0.035,Completed,356,42
SSI,314,50,50,0.150,74,0.033,Completed,352,38
SSI,314,50,50,0.150,75,0.036,Completed,364,50
SSI,314,50,50,0.150,76,0.034,Completed,356,42
SSI,314,50,50,0.150,77,0.031,Completed,348,34
SSI,314,50,50,0.150,78,0.027,Completed,340,26
SSI,314,50,50,0.150,79,0.030,Completed,363,49
SSI,314,50,50,0.150,80,0.033,Completed,360,46
SSI,314,50,50,0.150,81,0.032,Completed,361,47
SSI,314,50,50,0.150,82,0.036,Completed,362,48
SSI,314,50,50,0.150,83,0.034,Completed,360,46
SSI,314,50,50,0.150,84,0.026,Completed,356,42
SSI,314,50,50,0.150,85,0.043,Completed,358,44
SSI,314,50,50,0.150,86,0.032,Completed,352,38
SSI,314,50,50,0.150,87,0.032,Completed,356,42
SSI,314,50,50,0.150,88,0.037,Completed,367,53
SSI,314,50,50,0.150,89,0.034,Completed,359,45
SSI,314,50,50,0.150,90,0.035,Completed,357,43
SSI,314,50,50,0.150,91,0.033,Completed,354,40
SSI,314,50,50,0.150,92,0.033,Completed,354,40
SSI,314,50,50,0.150,93,0.030,Completed,355,41
SSI,314,50,50,0.150,94,0.032,Completed,345,31
SSI,314,50,50,0.150,95,0.037,Completed,354,40
SSI,314,50,50,0.150,96,0.031,Completed,354,40
SSI,314,50,50,0.150,97,0.029,Completed,350,36
SSI,314,50,50,0.150,98,0.033,Completed,360,46
SSI,314,50,50,0.150,99,0.029,Completed,362,48
SSI,314,50,50,0.160,0,0.041,Completed,380,66
SSI,314,50,50,0.160,1,0.031,Completed,370,56
SSI,314,50,50,0.160,2,0.032,Completed,356,42
SSI,314,50,50,0.160,3,0.036,Completed,366,52
SSI,314,50,50,0.160,4,0.037,Completed,363,49
SSI,314,50,50,0.160,5,0.035,Completed,367,53
SSI,314,50,50,0.160,6,0.029,Completed,361,47
SSI,314,50,50,0.160,7,0.030,Completed,367,53
SSI,314,50,50,0.160,8,0.032,Completed,362,48
SSI,314,50,50,0.160,9,0.040,Completed,357,43
SSI,314,50,50,0.160,10,0.030,Completed,362,48
SSI,314,50,50,0.160,11,0.032,Completed,372,58
SSI,314,50,50,0.160,12,0.036,Completed,375,61
SSI,314,50,50,0.160,13,0.032,Completed,376,62
SSI,314,50,50,0.160,14,0.036,Completed,371,57
SSI,314,50,50,0.160,15,0.033,Completed,364,50
SSI,314,50,50,0.160,16,0.041,Completed,364,50
SSI,314,50,50,0.160,17,0.037,Completed,371,57
SSI,314,50,50,0.160,18,0.034,Completed,372,58
SSI,314,50,50,0.160,19,0.033,Completed,370,56
SSI,314,50,50,0.160,20,0.031,Completed,358,44
SSI,314,50,50,0.160,21,0.032,Completed,357,43
SSI,314,50,50,0.160,22,0.032,Completed,354,40
SSI,314,50,50,0.160,23,0.038,Completed,366,52
SSI,314,50,50,0.160,24,0.032,Completed,361,47
SSI,314,50,50,0.160,25,0.029,Completed,354,40
SSI,314,50,50,0.160,26,0.040,Completed,374,60
SSI,314,50,50,0.160,27,0.037,Completed,383,69
SSI,314,50,50,0.160,28,0.035,Completed,360,46
SSI,314,50,50,0.160,29,0.036,Completed,370,56
SSI,314,50,50,0.160,30,0.044,Completed,372,58
SSI,314,50,50,0.160,31,0.039,Completed,368,54
SSI,314,50,50,0.160,32,0.033,Completed,368,54
SSI,314,50,50,0.160,33,0.034,Completed,373,59
SSI,314,50,50,0.160,34,0.033,Completed,365,51
SSI,314,50,50,0.160,35,0.038,Completed,361,47
SSI,314,50,50,0.160,36,0.043,Completed,377,63
SSI,314,50,50,0.160,37,0.039,Completed,353,39
SSI,314,50,50,0.160,38,0.041,Completed,370,56
SSI,314,50,50,0.160,39,0.039,Completed,359,45
SSI,314,50,50,0.160,40,0.036,Completed,362,48
SSI,314,50,50,0.160,41,0.031,Completed,359,45
SSI,314,50,50,0.160,42,0.033,Completed,360,46
SSI,314,50,50,0.160,43,0.032,Completed,364,50
SSI,314,50,50,0.160,44,0.039,Completed,375,61
SSI,314,50,50,0.160,45,0.039,Completed,360,46
SSI,314,50,50,0.160,46,0.031,Completed,360,46
SSI,314,50,50,0.160,47,0.036,Completed,378,64
SSI,314,50,50,0.160,48,0.034,Completed,366,52
SSI,314,50,50,0.160,49,0.033,Completed,352,38
SSI,314,50,50,0.160,50,0.034,Completed,364,50
SSI,314,50,50,0.160,51,0.038,Completed,371,57
SSI,314,50,50,0.160,52,0.032,Completed,371,57
SSI,314,50,50,0.160,53,0.030,Completed,365,51
SSI,314,50,50,0.160,54,0.030,Completed,363,49
SSI,314,50,50,0.160,55,0.040,Completed,378,64
SSI,314,50,50,0.160,56,0.031,Completed,367,53
SSI,314,50,50,0.160,57,0.041,Completed,364,50
SSI,314,50,50,0.160,58,0.034,Completed,369,55
SSI,314,50,50,0.160,59,0.033,Completed,363,49
SSI,314,50,50,0.160,60,0.034,Completed,361,47
SSI,314,50,50,0.160,61,0.033,Completed,365,51
SSI,314,50,50,0.160,62,0.032,Completed,369,55
SSI,314,50,50,0.160,63,0.031,Completed,360,46
SSI,314,50,50,0.160,64,0.033,Completed,357,43
SSI,314,50,50,0.160,65,0.035,Completed,379,65
SSI,314,50,50,0.160,66,0.030,Completed,354,40
SSI,314,50,50,0.160,67,0.035,Completed,383,69
SSI,314,50,50,0.160,68,0.033,Completed,372,58
SSI,314,50,50,0.160,69,0.029,Completed,357,43
SSI,314,50,50,0.160,70,0.034,Completed,371,57
SSI,314,50,50,0.160,71,0.037,Completed,362,48
SSI,314,50,50,0.160,72,0.032,Completed,355,41
SSI,314,50,50,0.160,73,0.033,Completed,357,43
SSI,314,50,50,0.160,74,0.027,Completed,355,41
SSI,314,50,50,0.160,75,0.032,Completed,377,63
SSI,314,50,50,0.160,76,0.027,Completed,359,45
SSI,314,50,50,0.160,77,0.033,Completed,358,44
SSI,314,50,50,0.160,78,0.031,Completed,363,49
SSI,314,50,50,0.160,79,0.028,Completed,350,36
SSI,314,50,50,0.160,80,0.031,Completed,370,56
SSI,314,50,50,0.160,81,0.031,Completed,359,45
SSI,314,50,50,0.160,82,0.034,Completed,355,41
SSI,314,50,50,0.160,83,0.037,Completed,364,50
SSI,314,50,50,0.160,84,0.036,Completed,384,70
SSI,314,50,50,0.160,85,0.029,Completed,361,47
SSI,314,50,50,0.160,86,0.031,Completed,351,37
SSI,314,50,50,0.160,87,0.034,Completed,360,46
SSI,314,50,50,0.160,88,0.030,Completed,366,52
SSI,314,50,50,0.160,89,0.045,Completed,370,56
SSI,314,50,50,0.160,90,0.034,Completed,362,48
SSI,314,50,50,0.160,91,0.027,Completed,354,40
SSI,314,50,50,0.160,92,0.038,Completed,375,61
SSI,314,50,50,0.160,93,0.037,Completed,364,50
SSI,314,50,50,0.160,94,0.033,Completed,370,56
SSI,314,50,50,0.160,95,0.035,Completed,368,54
SSI,314,50,50,0.160,96,0.032,Completed,375,61
SSI,314,50,50,0.160,97,0.034,Completed,368,54
SSI,314,50,50,0.160,98,0.029,Completed,370,56
SSI,314,50,50,0.160,99,0.036,Completed,375,61
SSI,314,50,50,0.170,0,0.032,Completed,360,46
SSI,314,50,50,0.170,1,0.033,Completed,364,50
SSI,314,50,50,0.170,2,0.039,Completed,386,72
SSI,314,50,50,0.170,3,0.037,Completed,373,59
SSI,314,50,50,0.170,4,0.034,Completed,365,51
SSI,314,50,50,0.170,5,0.033,Completed,372,58
SSI,314,50,50,0.170,6,0.033,Completed,373,59
SSI,314,50,50,0.170,7,0.036,Completed,362,48
SSI,314,50,50,0.170,8,0.035,Completed,371,57
SSI,314,50,50,0.170,9,0.031,Completed,364,50
SSI,314,50,50,0.170,10,0.032,Completed,371,57
SSI,314,50,50,0.170,11,0.035,Completed,375,61
SSI,314,50,50,0.170,12,0.032,Completed,372,58
SSI,314,50,50,0.170,13,0.035,Completed,383,69
SSI,314,50,50,0.170,14,0.038,Completed,368,54
SSI,314,50,50,0.170,15,0.032,Completed,364,50
SSI,314,50,50,0.170,16,0.032,Completed,379,65
SSI,314,50,50,0.170,17,0.032,Completed,363,49
SSI,314,50,50,0.170,18,0.030,Completed,379,65
SSI,314,50,50,0.170,19,0.046,Completed,388,74
SSI,314,50,50,0.170,20,0.034,Completed,375,61
SSI,314,50,50,0.170,21,0.035,Completed,377,63
SSI,314,50,50,0.170,22,0.032,Completed,357,43
SSI,314,50,50,0.170,23,0.031,Completed,375,61
SSI,314,50,50,0.170,24,0.031,Completed,378,64
SSI,314,50,50,0.170,25,0.027,Completed,358,44
SSI,314,50,50,0.170,26,0.030,Completed,370,56
SSI,314,50,50,0.170,27,0.033,Completed,371,57
SSI,314,50,50,0.170,28,0.030,Completed,369,55
SSI,314,50,50,0.170,29,0.039,Completed,363,49
SSI,314,50,50,0.170,30,0.027,Completed,362,48
SSI,314,50,50,0.170,31,0.038,Completed,386,72
SSI,314,50,50,0.170,32,0.036,Completed,372,58
SSI,314,50,50,0.170,33,0.035,Completed,356,42
SSI,314,50,50,0.170,34,0.037,Completed,372,58
SSI,314,50,50,0.170,35,0.034,Completed,370,56
SSI,314,50,50,0.170,36,0.037,Completed,374,60
SSI,314,50,50,0.170,37,0.040,Completed,372,58
SSI,314,50,50,0.170,38,0.044,Completed,381,67
SSI,314,50,50,0.170,39,0.030,Completed,380,66
SSI,314,50,50,0.170,40,0.036,Completed,377,63
SSI,314,50,50,0.170,41,0.033,Completed,360,46
SSI,314,50,50,0.170,42,0.034,Completed,381,67
SSI,314,50,50,0.170,43,0.033,Completed,374,60
SSI,314,50,50,0.170,44,0.032,Completed,383,69
SSI,314,50,50,0.170,45,0.036,Completed,387,73
SSI,314,50,50,0.170,46,0.031,Completed,383,69
SSI,314,50,50,0.170,47,0.034,Completed,368,54
SSI,314,50,50,0.170,48,0.033,Completed,367,53
SSI,314,50,50,0.170,49,0.027,Completed,371,57
SSI,314,50,50,0.170,50,0.033,Completed,374,60
SSI,314,50,50,0.170,51,0.033,Completed,377,63
SSI,314,50,50,0.170,52,0.035,Completed,388,74
SSI,314,50,50,0.170,53,0.031,Completed,369,55
SSI,314,50,50,0.170,54,0.033,Completed,371,57
SSI,314,50,50,0.170,55,0.037,Completed,375,61
SSI,314,50,50,0.170,56,0.031,Completed,371,57
SSI,314,50,50,0.170,57,0.032,Completed,376,62
SSI,314,50,50,0.170,58,0.032,Completed,389,75
SSI,314,50,50,0.170,59,0.031,Completed,377,63
SSI,314,50,50,0.170,60,0.042,Completed,361,47
SSI,314,50,50,0.170,61,0.042,Completed,375,61
SSI,314,50,50,0.170,62,0.038,Completed,369,55
SSI,314,50,50,0.170,63,0.033,Completed,376,62
SSI,314,50,50,0.170,64,0.038,Completed,380,66
SSI,314,50,50,0.170,65,0.033,Completed,376,62
SSI,314,50,50,0.170,66,0.023,Completed,366,52
SSI,314,50,50,0.170,67,0.028,Completed,361,47
SSI,314,50,50,0.170,68,0.031,Completed,371,57
SSI,314,50,50,0.170,69,0.031,Completed,366,52
SSI,314,50,50,0.170,70,0.033,Completed,377,63
SSI,314,50,50,0.170,71,0.030,Completed,363,49
SSI,314,50,50,0.170,72,0.030,Completed,357,43
SSI,314,50,50,0.170,73,0.031,Completed,378,64
SSI,314,50,50,0.170,74,0.033,Completed,390,76
SSI,314,50,50,0.170,75,0.032,Completed,365,51
SSI,314,50,50,0.170,76,0.030,Completed,370,56
SSI,314,50,50,0.170,77,0.031,Completed,359,45
SSI,314,50,50,0.170,78,0.032,Completed,375,61
SSI,314,50,50,0.170,79,0.036,Completed,367,53
SSI,314,50,50,0.170,80,0.030,Completed,381,67
SSI,314,50,50,0.170,81,0.033,Completed,373,59
SSI,314,50,50,0.170,82,0.034,Completed,377,63
SSI,314,50,50,0.170,83,0.032,Completed,375,61
SSI,314,50,50,0.170,84,0.036,Completed,390,76
SSI,314,50,50,0.170,85,0.033,Completed,367,53
SSI,314,50,50,0.170,86,0.037,Completed,361,47
SSI,314,50,50,0.170,87,0.029,Completed,362,48
SSI,314,50,50,0.170,88,0.024,Completed,355,41
SSI,314,50,50,0.170,89,0.030,Completed,363,49
SSI,314,50,50,0.170,90,0.032,Completed,360,46
SSI,314,50,50,0.170,91,0.031,Completed,387,73
SSI,314,50,50,0.170,92,0.040,Completed,377,63
SSI,314,50,50,0.170,93,0.035,Completed,366,52
SSI,314,50,50,0.170,94,0.040,Completed,377,63
SSI,314,50,50,0.170,95,0.026,Completed,364,50
SSI,314,50,50,0.170,96,0.029,Completed,371,57
SSI,314,50,50,0.170,97,0.036,Completed,361,47
SSI,314,50,50,0.170,98,0.032,Completed,375,61
SSI,314,50,50,0.170,99,0.034,Completed,385,71
SSI,314,50,50,0.180,0,0.038,Completed,400,86
SSI,314,50,50,0.180,1,0.035,Completed,381,67
SSI,314,50,50,0.180,2,0.037,Completed,374,60
SSI,314,50,50,0.180,3,0.040,Completed,380,66
SSI,314,50,50,0.180,4,0.043,Completed,384,70
SSI,314,50,50,0.180,5,0.036,Completed,368,54
SSI,314,50,50,0.180,6,0.033,Completed,374,60
SSI,314,50,50,0.180,7,0.063,Completed,377,63
SSI,314,50,50,0.180,8,0.033,Completed,378,64
SSI,314,50,50,0.180,9,0.033,Completed,378,64
SSI,314,50,50,0.180,10,0.034,Completed,396,82
SSI,314,50,50,0.180,11,0.032,Completed,383,69
SSI,314,50,50,0.180,12,0.033,Completed,381,67
SSI,314,50,50,0.180,13,0.034,Completed,401,87
SSI,314,50,50,0.180,14,0.034,Completed,386,72
SSI,314,50,50,0.180,15,0.038,Completed,403,89
SSI,314,50,50,0.180,16,0.033,Completed,371,57
SSI,314,50,50,0.180,17,0.037,Completed,397,83
SSI,314,50,50,0.180,18,0.038,Completed,386,72
SSI,314,50,50,0.180,19,0.034,Completed,386,72
SSI,314,50,50,0.180,20,0.033,Completed,386,72
SSI,314,50,50,0.180,21,0.035,Completed,393,79
SSI,314,50,50,0.180,22,0.040,Completed,383,69
SSI,314,50,50,0.180,23,0.033,Completed,361,47
SSI,314,50,50,0.180,24,0.030,Completed,372,58
SSI,314,50,50,0.180,25,0.034,Completed,375,61
SSI,314,50,50,0.180,26,0.036,Completed,392,78
SSI,314,50,50,0.180,27,0.037,Completed,372,58
SSI,314,50,50,0.180,28,0.037,Completed,383,69
SSI,314,50,50,0.180,29,0.031,Completed,382,68
SSI,314,50,50,0.180,30,0.037,Completed,373,59
SSI,314,50,50,0.180,31,0.031,Completed,367,53
SSI,314,50,50,0.180,32,0.031,Completed,382,68
SSI,314,50,50,0.180,33,0.033,Completed,392,78
SSI,314,50,50,0.180,34,0.033,Completed,376,62
SSI,314,50,50,0.180,35,0.033,Completed,384,70
SSI,314,50,50,0.180,36,0.030,Completed,375,61
SSI,314,50,50,0.180,37,0.033,Completed,377,63
SSI,314,50,50,0.180,38,0.037,Completed,396,82
SSI,314,50,50,0.180,39,0.039,Completed,400,86
SSI,314,50,50,0.180,40,0.033,Completed,380,66
SSI,314,50,50,0.180,41,0.035,Completed,379,65
SSI,314,50,50,0.180,42,0.038,Completed,382,68
SSI,314,50,50,0.180,43,0.038,Completed,365,51
SSI,314,50,50,0.180,44,0.040,Completed,389,75
SSI,314,50,50,0.180,45,0.042,Completed,395,81
SSI,314,50,50,0.180,46,0.040,Completed,384,70
SSI,314,50,50,0.180,47,0.037,Completed,377,63
SSI,314,50,50,0.180,48,0.042,Completed,378,64
SSI,314,50,50,0.180,49,0.051,Completed,386,72
SSI,314,50,50,0.180,50,0.039,Completed,377,63
SSI,314,50,50,0.180,51,0.033,Completed,366,52
SSI,314,50,50,0.180,52,0.034,Completed,388,74
SSI,314,50,50,0.180,53,0.038,Completed,384,70
SSI,314,50,50,0.180,54,0.034,Completed,376,62
SSI,314,50,50,0.180,55,0.031,Completed,366,52
SSI,314,50,50,0.180,56,0.031,Completed,376,62
SSI,314,50,50,0.180,57,0.032,Completed,370,56
SSI,314,50,50,0.180,58,0.031,Completed,368,54
SSI,314,50,50,0.180,59,0.030,Completed,365,51
SSI,314,50,50,0.180,60,0.033,Completed,377,63
SSI,314,50,50,0.180,61,0.037,Completed,386,72
SSI,314,50,50,0.180,62,0.036,Completed,381,67
SSI,314,50,50,0.180,63,0.034,Completed,378,64
SSI,314,50,50,0.180,64,0.027,Completed,377,63
SSI,314,50,50,0.180,65,0.040,Completed,392,78
SSI,314,50,50,0.180,66,0.030,Completed,381,67
SSI,314,50,50,0.180,67,0.049,Completed,389,75
SSI,314,50,50,0.180,68,0.034,Completed,377,63
SSI,314,50,50,0.180,69,0.032,Completed,383,69
SSI,314,50,50,0.180,70,0.041,Completed,400,86
SSI,314,50,50,0.180,71,0.035,Completed,383,69
SSI,314,50,50,0.180,72,0.034,Completed,375,61
SSI,314,50,50,0.180,73,0.038,Completed,385,71
SSI,314,50,50,0.180,74,0.035,Completed,380,66
SSI,314,50,50,0.180,75,0.034,Completed,380,66
SSI,314,50,50,0.180,76,0.034,Completed,384,70
SSI,314,50,50,0.180,77,0.029,Completed,387,73
SSI,314,50,50,0.180,78,0.039,Completed,387,73
SSI,314,50,50,0.180,79,0.039,Completed,389,75
SSI,314,50,50,0.180,80,0.040,Completed,412,98
SSI,314,50,50,0.180,81,0.038,Completed,379,65
SSI,314,50,50,0.180,82,0.038,Completed,373,59
SSI,314,50,50,0.180,83,0.035,Completed,380,66
SSI,314,50,50,0.180,84,0.032,Completed,363,49
SSI,314,50,50,0.180,85,0.034,Completed,383,69
SSI,314,50,50,0.180,86,0.033,Completed,369,55
SSI,314,50,50,0.180,87,0.035,Completed,372,58
SSI,314,50,50,0.180,88,0.035,Completed,399,85
SSI,314,50,50,0.180,89,0.032,Completed,380,66
SSI,314,50,50,0.180,90,0.032,Completed,384,70
SSI,314,50,50,0.180,91,0.030,Completed,370,56
SSI,314,50,50,0.180,92,0.032,Completed,383,69
SSI,314,50,50,0.180,93,0.031,Completed,385,71
SSI,314,50,50,0.180,94,0.038,Completed,383,69
SSI,314,50,50,0.180,95,0.036,Completed,371,57
SSI,314,50,50,0.180,96,0.034,Completed,370,56
SSI,314,50,50,0.180,97,0.041,Completed,371,57
SSI,314,50,50,0.180,98,0.037,Completed,394,80
SSI,314,50,50,0.180,99,0.033,Completed,374,60
SSI,314,50,50,0.190,0,0.038,Completed,375,61
SSI,314,50,50,0.190,1,0.036,Completed,391,77
SSI,314,50,50,0.190,2,0.033,Completed,378,64
SSI,314,50,50,0.190,3,0.038,Completed,402,88
SSI,314,50,50,0.190,4,0.041,Completed,421,107
SSI,314,50,50,0.190,5,0.035,Completed,399,85
SSI,314,50,50,0.190,6,0.037,Completed,397,83
SSI,314,50,50,0.190,7,0.027,Completed,391,77
SSI,314,50,50,0.190,8,0.034,Completed,396,82
SSI,314,50,50,0.190,9,0.034,Completed,389,75
SSI,314,50,50,0.190,10,0.035,Completed,401,87
SSI,314,50,50,0.190,11,0.032,Completed,386,72
SSI,314,50,50,0.190,12,0.035,Completed,385,71
SSI,314,50,50,0.190,13,0.035,Completed,388,74
SSI,314,50,50,0.190,14,0.026,Completed,357,43
SSI,314,50,50,0.190,15,0.039,Completed,387,73
SSI,314,50,50,0.190,16,0.036,Completed,384,70
SSI,314,50,50,0.190,17,0.035,Completed,397,83
SSI,314,50,50,0.190,18,0.052,Completed,392,78
SSI,314,50,50,0.190,19,0.041,Completed,387,73
SSI,314,50,50,0.190,20,0.041,Completed,385,71
SSI,314,50,50,0.190,21,0.041,Completed,381,67
SSI,314,50,50,0.190,22,0.044,Completed,379,65
SSI,314,50,50,0.190,23,0.048,Completed,395,81
SSI,314,50,50,0.190,24,0.042,Completed,396,82
SSI,314,50,50,0.190,25,0.040,Completed,407,93
SSI,314,50,50,0.190,26,0.035,Completed,383,69
SSI,314,50,50,0.190,27,0.034,Completed,373,59
SSI,314,50,50,0.190,28,0.035,Completed,387,73
SSI,314,50,50,0.190,29,0.037,Completed,406,92
SSI,314,50,50,0.190,30,0.033,Completed,376,62
SSI,314,50,50,0.190,31,0.034,Completed,387,73
SSI,314,50,50,0.190,32,0.033,Completed,386,72
SSI,314,50,50,0.190,33,0.034,Completed,396,82
SSI,314,50,50,0.190,34,0.033,Completed,398,84
SSI,314,50,50,0.190,35,0.033,Completed,397,83
SSI,314,50,50,0.190,36,0.032,Completed,393,79
SSI,314,50,50,0.190,37,0.040,Completed,390,76
SSI,314,50,50,0.190,38,0.033,Completed,368,54
SSI,314,50,50,0.190,39,0.036,Completed,400,86
SSI,314,50,50,0.190,40,0.035,Completed,389,75
SSI,314,50,50,0.190,41,0.034,Completed,392,78
SSI,314,50,50,0.190,42,0.035,Completed,406,92
SSI,314,50,50,0.190,43,0.033,Completed,389,75
SSI,314,50,50,0.190,44,0.033,Completed,384,70
SSI,314,50,50,0.190,45,0.033,Completed,383,69
SSI,314,50,50,0.190,46,0.036,Completed,404,90
SSI,314,50,50,0.190,47,0.032,Completed,382,68
SSI,314,50,50,0.190,48,0.031,Completed,386,72
SSI,314,50,50,0.190,49,0.040,Completed,406,92
SSI,314,50,50,0.190,50,0.032,Completed,374,60
SSI,314,50,50,0.190,51,0.040,Completed,395,81
SSI,314,50,50,0.190,52,0.032,Completed,381,67
SSI,314,50,50,0.190,53,0.031,Completed,379,65
SSI,314,50,50,0.190,54,0.033,Completed,388,74
SSI,314,50,50,0.190,55,0.031,Completed,395,81
SSI,314,50,50,0.190,56,0.033,Completed,378,64
SSI,314,50,50,0.190,57,0.034,Completed,387,73
SSI,314,50,50,0.190,58,0.039,Completed,402,88
SSI,314,50,50,0.190,59,0.037,Completed,403,89
SSI,314,50,50,0.190,60,0.037,Completed,392,78
SSI,314,50,50,0.190,61,0.034,Completed,388,74
SSI,314,50,50,0.190,62,0.035,Completed,393,79
SSI,314,50,50,0.190,63,0.035,Completed,390,76
SSI,314,50,50,0.190,64,0.040,Completed,386,72
SSI,314,50,50,0.190,65,0.038,Completed,401,87
SSI,314,50,50,0.190,66,0.035,Completed,377,63
SSI,314,50,50,0.190,67,0.035,Completed,389,75
SSI,314,50,50,0.190,68,0.036,Completed,392,78
SSI,314,50,50,0.190,69,0.036,Completed,386,72
SSI,314,50,50,0.190,70,0.037,Completed,389,75
SSI,314,50,50,0.190,71,0.036,Completed,386,72
SSI,314,50,50,0.190,72,0.035,Completed,392,78
SSI,314,50,50,0.190,73,0.034,Completed,397,83
SSI,314,50,50,0.190,74,0.034,Completed,387,73
SSI,314,50,50,0.190,75,0.033,Completed,395,81
SSI,314,50,50,0.190,76,0.028,Completed,377,63
SSI,314,50,50,0.190,77,0.039,Completed,408,94
SSI,314,50,50,0.190,78,0.031,Completed,373,59
SSI,314,50,50,0.190,79,0.039,Completed,395,81
SSI,314,50,50,0.190,80,0.031,Completed,380,66
SSI,314,50,50,0.190,81,0.047,Completed,391,77
SSI,314,50,50,0.190,82,0.033,Completed,390,76
SSI,314,50,50,0.190,83,0.032,Completed,398,84
SSI,314,50,50,0.190,84,0.032,Completed,387,73
SSI,314,50,50,0.190,85,0.040,Completed,394,80
SSI,314,50,50,0.190,86,0.037,Completed,393,79
SSI,314,50,50,0.190,87,0.035,Completed,370,56
SSI,314,50,50,0.190,88,0.036,Completed,391,77
SSI,314,50,50,0.190,89,0.036,Completed,405,91
SSI,314,50,50,0.190,90,0.049,Completed,393,79
SSI,314,50,50,0.190,91,0.039,Completed,390,76
SSI,314,50,50,0.190,92,0.039,Completed,392,78
SSI,314,50,50,0.190,93,0.034,Completed,390,76
SSI,314,50,50,0.190,94,0.037,Completed,375,61
